,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
28,flotillin,Flotillin_HMM,-,AH-573-O17_AH-573-O17_contigs_AH-573-O17_NODE_27_1,-,6.6e-75,238.5,0.9,7.8e-75,238.2,0.9,1.0,1,0,0,1,1,1,1,-,AH-573-O17
29,flotillin,Flotillin_HMM,-,AH-573-O17_AH-573-O17_contigs_AH-573-O17_NODE_46_1,-,1e-118,383.3,2.7,1.1e-118,383.1,2.7,1.0,1,0,0,1,1,1,1,-,AH-573-O17
30,flotillin,Flotillin_HMM,-,AM-208-B09_AM-208-B09_contigs_AM-208-B09_NODE_22_5,-,4.4e-233,761.1,38.8,4.9e-233,761.0,38.8,1.0,1,0,0,1,1,1,1,-,AM-208-B09
31,flotillin,Flotillin_HMM,-,AM-208-B09_AM-208-B09_contigs_AM-208-B09_NODE_22_10,-,3.8e-90,288.8,2.1,4.6e-90,288.6,2.1,1.0,1,0,0,1,1,1,1,-,AM-208-B09
32,flotillin,Flotillin_HMM,-,AM-138-B23_AM-138-B23_contigs_AM-138-B23_NODE_11_9,-,4.2e-217,708.3,30.2,4.7e-217,708.2,30.2,1.0,1,0,0,1,1,1,1,-,AM-138-B23
33,flotillin,Flotillin_HMM,-,AM-138-B23_AM-138-B23_contigs_AM-138-B23_NODE_22_1,-,8.7e-67,211.6,0.3,1e-66,211.4,0.3,1.0,1,0,0,1,1,1,1,-,AM-138-B23
34,flotillin,Flotillin_HMM,-,AH-562-B19_AH-562-B19_contigs_AH-562-B19_NODE_42_3,-,0,1143.5,51.9,0,1143.3,51.9,1.0,1,0,0,1,1,1,1,-,AH-562-B19
35,flotillin,Flotillin_HMM,-,AH-735-G06_AH-735-G06_contigs_AH-735-G06_NODE_19_9,-,0,1173.8,48.6,0,1173.5,48.6,1.0,1,0,0,1,1,1,1,-,AH-735-G06
36,flotillin,Flotillin_HMM,-,AM-201-L09_AM-201-L09_contigs_AM-201-L09_NODE_6_9,-,0,1172.4,49.1,0,1172.2,49.1,1.0,1,0,0,1,1,1,1,-,AM-201-L09
37,flotillin,Flotillin_HMM,-,AG-538-I10_AG-538-I10_contigs_AG-538-I10_NODE_4_33,-,0,1174.0,48.5,0,1173.7,48.5,1.0,1,0,0,1,1,1,1,-,AG-538-I10
38,flotillin,Flotillin_HMM,-,AH-562-K18_AH-562-K18_contigs_AH-562-K18_NODE_15_4,-,0,1169.4,49.5,0,1169.1,49.5,1.0,1,0,0,1,1,1,1,-,AH-562-K18
39,flotillin,Flotillin_HMM,-,AM-225-N23_AM-225-N23_contigs_AM-225-N23_NODE_6_20,-,0,1167.5,47.8,0,1167.2,47.8,1.0,1,0,0,1,1,1,1,-,AM-225-N23
40,flotillin,Flotillin_HMM,-,AM-216-F09_AM-216-F09_contigs_AM-216-F09_NODE_7_11,-,0,1175.3,48.0,0,1175.0,48.0,1.0,1,0,0,1,1,1,1,-,AM-216-F09
41,flotillin,Flotillin_HMM,-,AH-735-E13_AH-735-E13_contigs_AH-735-E13_NODE_7_48,-,0,1174.7,48.5,0,1174.4,48.5,1.0,1,0,0,1,1,1,1,-,AH-735-E13
42,flotillin,Flotillin_HMM,-,AH-735-J05_AH-735-J05_contigs_AH-735-J05_NODE_18_10,-,0,1171.3,47.8,0,1171.0,47.8,1.0,1,0,0,1,1,1,1,-,AH-735-J05
43,flotillin,Flotillin_HMM,-,AG-538-A02_AG-538-A02_contigs_AG-538-A02_NODE_4_8,-,0,1160.9,49.3,0,1160.6,49.3,1.0,1,0,0,1,1,1,1,-,AG-538-A02
44,flotillin,Flotillin_HMM,-,AM-118-B16_AM-118-B16_contigs_AM-118-B16_NODE_2_9,-,0,1162.5,49.4,0,1162.2,49.4,1.0,1,0,0,1,1,1,1,-,AM-118-B16
45,flotillin,Flotillin_HMM,-,AH-991-I16_AH-991-I16_contigs_AH-991-I16_NODE_20_6,-,0,1157.5,47.8,0,1157.2,47.8,1.0,1,0,0,1,1,1,1,-,AH-991-I16
46,flotillin,Flotillin_HMM,-,AG-538-C05_AG-538-C05_contigs_AG-538-C05_NODE_1_20,-,0,1166.1,50.3,0,1165.8,50.3,1.0,1,0,0,1,1,1,1,-,AG-538-C05
47,flotillin,Flotillin_HMM,-,AM-121-L17_AM-121-L17_contigs_AM-121-L17_NODE_12_8,-,0,1163.4,50.2,0,1163.1,50.2,1.0,1,0,0,1,1,1,1,-,AM-121-L17
48,flotillin,Flotillin_HMM,-,AM-164-P10_AM-164-P10_contigs_AM-164-P10_NODE_8_5,-,0,1158.7,50.6,0,1158.4,50.6,1.0,1,0,0,1,1,1,1,-,AM-164-P10
49,flotillin,Flotillin_HMM,-,AH-562-K05_AH-562-K05_contigs_AH-562-K05_NODE_14_6,-,0,1157.2,50.3,0,1157.0,50.3,1.0,1,0,0,1,1,1,1,-,AH-562-K05
50,flotillin,Flotillin_HMM,-,AM-286-N13_AM-286-N13_contigs_AM-286-N13_NODE_6_22,-,7.9e-157,509.2,27.5,9.5e-157,508.9,27.5,1.0,1,0,0,1,1,1,1,-,AM-286-N13
51,flotillin,Flotillin_HMM,-,AM-286-N13_AM-286-N13_contigs_AM-286-N13_NODE_33_1,-,6.6e-157,509.4,3.6,7.4e-157,509.3,3.6,1.0,1,0,0,1,1,1,1,-,AM-286-N13
52,flotillin,Flotillin_HMM,-,AM-249-A21_AM-249-A21_contigs_AM-249-A21_NODE_15_4,-,0,1169.0,48.1,0,1168.7,48.1,1.0,1,0,0,1,1,1,1,-,AM-249-A21
53,flotillin,Flotillin_HMM,-,AM-201-I11_AM-201-I11_contigs_AM-201-I11_NODE_13_4,-,0,1157.9,50.2,0,1157.6,50.2,1.0,1,0,0,1,1,1,1,-,AM-201-I11
54,flotillin,Flotillin_HMM,-,AM-201-M13_AM-201-M13_contigs_AM-201-M13_NODE_14_11,-,5.7e-169,549.3,33.5,6.9e-169,549.0,33.5,1.0,1,0,0,1,1,1,1,-,AM-201-M13
55,flotillin,Flotillin_HMM,-,AM-201-M13_AM-201-M13_contigs_AM-201-M13_NODE_25_1,-,4.5e-151,490.1,2.8,5e-151,490.0,2.8,1.0,1,0,0,1,1,1,1,-,AM-201-M13
56,flotillin,Flotillin_HMM,-,AM-184-A19_AM-184-A19_contigs_AM-184-A19_NODE_7_8,-,0,1169.0,48.1,0,1168.7,48.1,1.0,1,0,0,1,1,1,1,-,AM-184-A19
57,flotillin,Flotillin_HMM,-,AH-735-F18_AH-735-F18_contigs_AH-735-F18_NODE_25_11,-,1.5e-75,240.6,0.7,1.8e-75,240.4,0.7,1.0,1,0,0,1,1,1,1,-,AH-735-F18
58,flotillin,Flotillin_HMM,-,AH-735-F18_AH-735-F18_contigs_AH-735-F18_NODE_51_4,-,5.8e-196,638.5,20.3,6.5e-196,638.3,20.3,1.0,1,0,0,1,1,1,1,-,AH-735-F18
59,flotillin,Flotillin_HMM,-,AM-184-K21_AM-184-K21_contigs_AM-184-K21_NODE_5_22,-,0,1163.2,50.2,0,1162.9,50.2,1.0,1,0,0,1,1,1,1,-,AM-184-K21
60,flotillin,Flotillin_HMM,-,AH-982-C13_AH-982-C13_contigs_AH-982-C13_NODE_5_40,-,1.4e-163,531.5,30.6,1.6e-163,531.3,30.6,1.0,1,0,0,1,1,1,1,-,AH-982-C13
61,flotillin,Flotillin_HMM,-,AH-735-D04_AH-735-D04_contigs_AH-735-D04_NODE_1_13,-,0,1160.8,49.4,0,1160.5,49.4,1.0,1,0,0,1,1,1,1,-,AH-735-D04
62,flotillin,Flotillin_HMM,-,AH-562-F19_AH-562-F19_contigs_AH-562-F19_NODE_2_15,-,0,1157.9,49.7,0,1157.7,49.7,1.0,1,0,0,1,1,1,1,-,AH-562-F19
63,flotillin,Flotillin_HMM,-,AH-982-I14_AH-982-I14_contigs_AH-982-I14_NODE_57_2,-,0,1166.8,50.1,0,1166.5,50.1,1.0,1,0,0,1,1,1,1,-,AH-982-I14
64,flotillin,Flotillin_HMM,-,AM-332-D18_AM-332-D18_contigs_AM-332-D18_NODE_11_8,-,0,1262.3,55.3,0,1262.1,55.3,1.0,1,0,0,1,1,1,1,-,AM-332-D18
65,flotillin,Flotillin_HMM,-,AM-332-L21_AM-332-L21_contigs_AM-332-L21_NODE_1_64,-,0,1231.3,56.6,0,1231.2,56.6,1.0,1,0,0,1,1,1,1,-,AM-332-L21
66,flotillin,Flotillin_HMM,-,AM-332-M03_AM-332-M03_contigs_AM-332-M03_NODE_21_7,-,5.3e-110,354.4,8.6,5.8e-110,354.3,8.6,1.0,1,0,0,1,1,1,1,-,AM-332-M03
67,flotillin,Flotillin_HMM,-,AM-332-F16_AM-332-F16_contigs_AM-332-F16_NODE_2_13,-,0,1257.2,55.3,0,1257.0,55.3,1.0,1,0,0,1,1,1,1,-,AM-332-F16
68,flotillin,Flotillin_HMM,-,AM-332-J17_AM-332-J17_contigs_AM-332-J17_NODE_6_6,-,0,1231.3,56.6,0,1231.2,56.6,1.0,1,0,0,1,1,1,1,-,AM-332-J17
69,flotillin,Flotillin_HMM,-,AM-332-E20_AM-332-E20_contigs_AM-332-E20_NODE_4_48,-,0,1257.2,55.3,0,1257.0,55.3,1.0,1,0,0,1,1,1,1,-,AM-332-E20
70,flotillin,Flotillin_HMM,-,AH-888-F10_AH-888-F10_contigs_AH-888-F10_NODE_3_12,-,0,1151.8,49.5,0,1151.5,49.5,1.0,1,0,0,1,1,1,1,-,AH-888-F10
71,flotillin,Flotillin_HMM,-,AM-257-B10_AM-257-B10_contigs_AM-257-B10_NODE_1_5,-,0,1162.6,50.6,0,1162.4,50.6,1.0,1,0,0,1,1,1,1,-,AM-257-B10
72,flotillin,Flotillin_HMM,-,AG-538-G20_AG-538-G20_contigs_AG-538-G20_NODE_5_17,-,0,1149.4,52.3,0,1149.2,52.3,1.0,1,0,0,1,1,1,1,-,AG-538-G20
73,flotillin,Flotillin_HMM,-,AH-888-P11_AH-888-P11_contigs_AH-888-P11_NODE_1_32,-,0,1157.3,51.6,0,1157.0,51.6,1.0,1,0,0,1,1,1,1,-,AH-888-P11
74,flotillin,Flotillin_HMM,-,AH-562-N17_AH-562-N17_contigs_AH-562-N17_NODE_3_59,-,0,1161.0,48.5,0,1160.7,48.5,1.0,1,0,0,1,1,1,1,-,AH-562-N17
75,flotillin,Flotillin_HMM,-,AM-286-F02_AM-286-F02_contigs_AM-286-F02_NODE_14_2,-,0,1151.7,48.0,0,1151.5,48.0,1.0,1,0,0,1,1,1,1,-,AM-286-F02
76,flotillin,Flotillin_HMM,-,AM-332-C08_AM-332-C08_contigs_AM-332-C08_NODE_7_17,-,1.8e-103,332.8,5.0,2.1e-103,332.6,5.0,1.0,1,0,0,1,1,1,1,-,AM-332-C08
77,flotillin,Flotillin_HMM,-,AM-201-D19_AM-201-D19_contigs_AM-201-D19_NODE_8_2,-,0,1155.8,49.1,0,1155.5,49.1,1.0,1,0,0,1,1,1,1,-,AM-201-D19
78,flotillin,Flotillin_HMM,-,AM-288-P10_AM-288-P10_contigs_AM-288-P10_NODE_3_2,-,0,1155.8,48.9,0,1155.6,48.9,1.0,1,0,0,1,1,1,1,-,AM-288-P10
79,flotillin,Flotillin_HMM,-,AM-118-K20_AM-118-K20_contigs_AM-118-K20_NODE_5_7,-,0,1153.4,49.0,0,1153.1,49.0,1.0,1,0,0,1,1,1,1,-,AM-118-K20
80,flotillin,Flotillin_HMM,-,AM-121-K17_AM-121-K17_contigs_AM-121-K17_NODE_4_25,-,0,1151.2,48.9,0,1150.9,48.9,1.0,1,0,0,1,1,1,1,-,AM-121-K17
81,flotillin,Flotillin_HMM,-,AG-538-L09_AG-538-L09_contigs_AG-538-L09_NODE_27_2,-,0,1155.2,49.7,0,1155.0,49.7,1.0,1,0,0,1,1,1,1,-,AG-538-L09
82,flotillin,Flotillin_HMM,-,AG-538-F05_AG-538-F05_contigs_AG-538-F05_NODE_22_4,-,0,1147.4,47.9,0,1147.2,47.9,1.0,1,0,0,1,1,1,1,-,AG-538-F05
83,flotillin,Flotillin_HMM,-,AM-121-A19_AM-121-A19_contigs_AM-121-A19_NODE_20_2,-,0,1150.2,48.9,0,1149.9,48.9,1.0,1,0,0,1,1,1,1,-,AM-121-A19
84,flotillin,Flotillin_HMM,-,AM-288-B14_AM-288-B14_contigs_AM-288-B14_NODE_8_18,-,0,1154.3,49.0,0,1154.0,49.0,1.0,1,0,0,1,1,1,1,-,AM-288-B14
85,flotillin,Flotillin_HMM,-,AM-216-C21_AM-216-C21_contigs_AM-216-C21_NODE_10_2,-,0,1154.4,48.3,0,1154.2,48.3,1.0,1,0,0,1,1,1,1,-,AM-216-C21
86,flotillin,Flotillin_HMM,-,AM-208-C02_AM-208-C02_contigs_AM-208-C02_NODE_16_19,-,0,1159.0,47.8,0,1158.8,47.8,1.0,1,0,0,1,1,1,1,-,AM-208-C02
87,flotillin,Flotillin_HMM,-,AM-118-K03_AM-118-K03_contigs_AM-118-K03_NODE_31_1,-,1.8e-136,441.9,17.8,2.2e-136,441.6,17.8,1.0,1,0,0,1,1,1,1,-,AM-118-K03
88,flotillin,Flotillin_HMM,-,AM-184-P16_AM-184-P16_contigs_AM-184-P16_NODE_16_15,-,0,1149.7,48.9,0,1149.5,48.9,1.0,1,0,0,1,1,1,1,-,AM-184-P16
89,flotillin,Flotillin_HMM,-,AM-216-K15_AM-216-K15_contigs_AM-216-K15_NODE_10_18,-,4.4e-137,443.9,15.7,5.1e-137,443.7,15.7,1.0,1,0,0,1,1,1,1,-,AM-216-K15
90,flotillin,Flotillin_HMM,-,AM-208-G02_AM-208-G02_contigs_AM-208-G02_NODE_16_2,-,0,1155.5,49.3,0,1155.3,49.3,1.0,1,0,0,1,1,1,1,-,AM-208-G02
91,flotillin,Flotillin_HMM,-,AH-305-J14_AH-305-J14_contigs_AH-305-J14_NODE_40_2,-,0,1053.3,53.1,0,1053.1,53.1,1.0,1,0,0,1,1,1,1,-,AH-305-J14
92,flotillin,Flotillin_HMM,-,AM-121-E03_AM-121-E03_contigs_AM-121-E03_NODE_23_2,-,0,1150.4,50.0,0,1150.1,50.0,1.0,1,0,0,1,1,1,1,-,AM-121-E03
93,flotillin,Flotillin_HMM,-,AM-121-E03_AM-121-E03_contigs_AM-121-E03_NODE_23_9,-,0,1150.4,50.0,0,1150.1,50.0,1.0,1,0,0,1,1,1,1,-,AM-121-E03
94,flotillin,Flotillin_HMM,-,AH-573-P04_AH-573-P04_contigs_AH-573-P04_NODE_4_29,-,0,1151.2,49.0,0,1151.0,49.0,1.0,1,0,0,1,1,1,1,-,AH-573-P04
95,flotillin,Flotillin_HMM,-,AH-735-F02_AH-735-F02_contigs_AH-735-F02_NODE_35_2,-,0,1151.9,49.9,0,1151.7,49.9,1.0,1,0,0,1,1,1,1,-,AH-735-F02
96,flotillin,Flotillin_HMM,-,AM-187-J02_AM-187-J02_contigs_AM-187-J02_NODE_2_44,-,0,1153.2,48.7,0,1153.0,48.7,1.0,1,0,0,1,1,1,1,-,AM-187-J02
97,flotillin,Flotillin_HMM,-,AM-255-O15_AM-255-O15_contigs_AM-255-O15_NODE_16_2,-,0,1151.9,48.4,0,1151.7,48.4,1.0,1,0,0,1,1,1,1,-,AM-255-O15
98,flotillin,Flotillin_HMM,-,AM-334-G07_AM-334-G07_contigs_AM-334-G07_NODE_37_2,-,0,1144.2,49.2,0,1143.9,49.2,1.0,1,0,0,1,1,1,1,-,AM-334-G07
99,flotillin,Flotillin_HMM,-,AM-288-A06_AM-288-A06_contigs_AM-288-A06_NODE_35_2,-,0,1150.9,48.9,0,1150.7,48.9,1.0,1,0,0,1,1,1,1,-,AM-288-A06
100,flotillin,Flotillin_HMM,-,AM-249-N23_AM-249-N23_contigs_AM-249-N23_NODE_16_4,-,0,1149.7,48.9,0,1149.5,48.9,1.0,1,0,0,1,1,1,1,-,AM-249-N23
101,flotillin,Flotillin_HMM,-,AM-255-I17_AM-255-I17_contigs_AM-255-I17_NODE_5_17,-,0,1150.3,50.1,0,1150.1,50.1,1.0,1,0,0,1,1,1,1,-,AM-255-I17
102,flotillin,Flotillin_HMM,-,AM-255-C22_AM-255-C22_contigs_AM-255-C22_NODE_12_2,-,0,1153.2,50.1,0,1153.0,50.1,1.0,1,0,0,1,1,1,1,-,AM-255-C22
103,flotillin,Flotillin_HMM,-,AM-184-L15_AM-184-L15_contigs_AM-184-L15_NODE_19_7,-,0,1149.7,48.9,0,1149.5,48.9,1.0,1,0,0,1,1,1,1,-,AM-184-L15
104,flotillin,Flotillin_HMM,-,AH-307-L06_AH-307-L06_contigs_AH-307-L06_NODE_2_57,-,0,1151.2,49.0,0,1151.0,49.0,1.0,1,0,0,1,1,1,1,-,AH-307-L06
105,flotillin,Flotillin_HMM,-,AH-562-L13_AH-562-L13_contigs_AH-562-L13_NODE_1_32,-,0,1155.3,50.2,0,1155.0,50.2,1.0,1,0,0,1,1,1,1,-,AH-562-L13
106,flotillin,Flotillin_HMM,-,AM-208-L15_AM-208-L15_contigs_AM-208-L15_NODE_7_5,-,0,1153.1,49.1,0,1152.9,49.1,1.0,1,0,0,1,1,1,1,-,AM-208-L15
107,flotillin,Flotillin_HMM,-,AM-118-O22_AM-118-O22_contigs_AM-118-O22_NODE_33_3,-,9.8e-221,720.3,33.0,1.1e-220,720.2,33.0,1.0,1,0,0,1,1,1,1,-,AM-118-O22
108,flotillin,Flotillin_HMM,-,AM-118-G18_AM-118-G18_contigs_AM-118-G18_NODE_8_12,-,0,1153.9,49.6,0,1153.7,49.6,1.0,1,0,0,1,1,1,1,-,AM-118-G18
109,flotillin,Flotillin_HMM,-,AM-286-I23_AM-286-I23_contigs_AM-286-I23_NODE_1_36,-,0,1149.4,47.6,0,1149.2,47.6,1.0,1,0,0,1,1,1,1,-,AM-286-I23
110,flotillin,Flotillin_HMM,-,AM-118-C14_AM-118-C14_contigs_AM-118-C14_NODE_5_11,-,0,1152.2,47.3,0,1152.0,47.3,1.0,1,0,0,1,1,1,1,-,AM-118-C14
111,flotillin,Flotillin_HMM,-,AM-201-F23_AM-201-F23_contigs_AM-201-F23_NODE_2_34,-,0,1158.1,47.5,0,1157.9,47.5,1.0,1,0,0,1,1,1,1,-,AM-201-F23
112,flotillin,Flotillin_HMM,-,AM-121-B14_AM-121-B14_contigs_AM-121-B14_NODE_2_18,-,0,1156.8,48.7,0,1156.6,48.7,1.0,1,0,0,1,1,1,1,-,AM-121-B14
113,flotillin,Flotillin_HMM,-,AM-216-I04_AM-216-I04_contigs_AM-216-I04_NODE_12_9,-,0,1156.4,48.5,0,1156.2,48.5,1.0,1,0,0,1,1,1,1,-,AM-216-I04
114,flotillin,Flotillin_HMM,-,AM-118-A07_AM-118-A07_contigs_AM-118-A07_NODE_5_18,-,0,1156.8,48.6,0,1156.6,48.6,1.0,1,0,0,1,1,1,1,-,AM-118-A07
115,flotillin,Flotillin_HMM,-,AM-164-E11_AM-164-E11_contigs_AM-164-E11_NODE_12_10,-,0,1159.0,46.5,0,1158.7,46.5,1.0,1,0,0,1,1,1,1,-,AM-164-E11
116,flotillin,Flotillin_HMM,-,AM-118-N17_AM-118-N17_contigs_AM-118-N17_NODE_28_1,-,0,1116.9,49.0,0,1116.8,49.0,1.0,1,0,0,1,1,1,1,-,AM-118-N17
117,flotillin,Flotillin_HMM,-,AM-164-B17_AM-164-B17_contigs_AM-164-B17_NODE_25_6,-,7.7e-237,773.5,41.2,8.7e-237,773.4,41.2,1.0,1,0,0,1,1,1,1,-,AM-164-B17
118,flotillin,Flotillin_HMM,-,AH-470-P20_AH-470-P20_contigs_AH-470-P20_NODE_1_43,-,2e-38,117.9,0.0,2.4e-38,117.7,0.0,1.0,1,0,0,1,1,1,1,-,AH-470-P20
119,flotillin,Flotillin_HMM,-,AM-262-C20_AM-262-C20_contigs_AM-262-C20_NODE_1_11,-,0,1157.3,48.0,0,1157.0,48.0,1.0,1,0,0,1,1,1,1,-,AM-262-C20
120,flotillin,Flotillin_HMM,-,AH-735-N19_AH-735-N19_contigs_AH-735-N19_NODE_4_38,-,0,1153.7,47.4,0,1153.5,47.4,1.0,1,0,0,1,1,1,1,-,AH-735-N19
121,flotillin,Flotillin_HMM,-,AG-538-L06_AG-538-L06_contigs_AG-538-L06_NODE_12_17,-,1.9e-128,415.4,10.8,2.3e-128,415.1,10.8,1.0,1,0,0,1,1,1,1,-,AG-538-L06
122,flotillin,Flotillin_HMM,-,AG-538-L06_AG-538-L06_contigs_AG-538-L06_NODE_39_1,-,1.8e-192,626.9,20.9,2.1e-192,626.7,20.9,1.0,1,0,0,1,1,1,1,-,AG-538-L06
123,flotillin,Flotillin_HMM,-,AH-735-P06_AH-735-P06_contigs_AH-735-P06_NODE_12_4,-,0,1151.6,46.1,0,1151.3,46.1,1.0,1,0,0,1,1,1,1,-,AH-735-P06
124,flotillin,Flotillin_HMM,-,AG-538-B18_AG-538-B18_contigs_AG-538-B18_NODE_3_17,-,0,1156.0,47.0,0,1155.8,47.0,1.0,1,0,0,1,1,1,1,-,AG-538-B18
125,flotillin,Flotillin_HMM,-,AM-184-J15_AM-184-J15_contigs_AM-184-J15_NODE_12_11,-,0,1150.4,49.3,0,1150.2,49.3,1.0,1,0,0,1,1,1,1,-,AM-184-J15
126,flotillin,Flotillin_HMM,-,AG-538-O07_AG-538-O07_contigs_AG-538-O07_NODE_12_2,-,0,1157.1,46.0,0,1156.9,46.0,1.0,1,0,0,1,1,1,1,-,AG-538-O07
127,flotillin,Flotillin_HMM,-,AM-216-A17_AM-216-A17_contigs_AM-216-A17_NODE_6_3,-,0,1155.5,48.9,0,1155.3,48.9,1.0,1,0,0,1,1,1,1,-,AM-216-A17
