,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
44,CrtY,lycopene_cycl,TIGR01789.1,AM-332-E22_AM-332-E22_contigs_AM-332-E22_NODE_2_25,-,3.1e-06,12.5,0.0,1.6e-05,10.1,0.0,2.0,1,1,1,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-332-E22
45,CrtY,lycopene_cycl,TIGR01789.1,AM-332-J02_AM-332-J02_contigs_AM-332-J02_NODE_8_35,-,3.1e-25,75.0,0.0,3.6e-25,74.8,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-J02
46,CrtY,lycopene_cycl,TIGR01789.1,AM-332-L05_AM-332-L05_contigs_AM-332-L05_NODE_17_10,-,1.3e-19,56.5,0.0,1.5e-19,56.3,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-L05
47,CrtY,lycopene_cycl,TIGR01789.1,AH-470-O06_AH-470-O06_contigs_AH-470-O06_NODE_1_139,-,1.6e-08,20.0,0.0,1.4e-05,10.4,0.0,2.1,2,0,0,2,2,2,2,JCVI: lycopene beta-cyclase CrtY,AH-470-O06
48,CrtY,lycopene_cycl,TIGR01789.1,AH-470-O06_AH-470-O06_contigs_AH-470-O06_NODE_12_24,-,4.9e-06,11.8,0.1,2.4e-05,9.6,0.0,2.0,3,0,0,3,3,3,1,JCVI: lycopene beta-cyclase CrtY,AH-470-O06
49,CrtY,lycopene_cycl,TIGR01789.1,AH-470-O06_AH-470-O06_contigs_AH-470-O06_NODE_24_11,-,3.6e-18,51.8,0.0,3.9e-18,51.6,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-O06
50,CrtY,lycopene_cycl,TIGR01789.1,AM-332-K04_AM-332-K04_contigs_AM-332-K04_NODE_4_6,-,4.1e-06,12.1,0.1,7.1e-06,11.3,0.1,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-K04
51,CrtY,lycopene_cycl,TIGR01789.1,AM-332-D22_AM-332-D22_contigs_AM-332-D22_NODE_1_2,-,1.5e-06,13.5,0.2,5.2e-06,11.7,0.0,1.9,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-332-D22
52,CrtY,lycopene_cycl,TIGR01789.1,AM-332-D22_AM-332-D22_contigs_AM-332-D22_NODE_10_12,-,1.9e-24,72.4,0.0,2.3e-24,72.1,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-D22
53,CrtY,lycopene_cycl,TIGR01789.1,AM-332-O16_AM-332-O16_contigs_AM-332-O16_NODE_3_27,-,2.2e-19,55.8,0.0,2.8e-19,55.4,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-O16
54,CrtY,lycopene_cycl,TIGR01789.1,AM-332-I02_AM-332-I02_contigs_AM-332-I02_NODE_4_15,-,2.1e-06,13.0,0.0,3.1e-06,12.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-I02
55,CrtY,lycopene_cycl,TIGR01789.1,AM-332-I02_AM-332-I02_contigs_AM-332-I02_NODE_8_4,-,4.4e-17,48.2,0.0,6.2e-17,47.7,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-I02
56,CrtY,lycopene_cycl,TIGR01789.1,AM-332-E07_AM-332-E07_contigs_AM-332-E07_NODE_36_1,-,1.6e-06,13.5,0.0,2.5e-06,12.8,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-E07
57,CrtY,lycopene_cycl,TIGR01789.1,AM-332-F17_AM-332-F17_contigs_AM-332-F17_NODE_56_2,-,8.5e-23,67.0,0.0,1.2e-22,66.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-F17
58,CrtY,lycopene_cycl,TIGR01789.1,AM-332-J20_AM-332-J20_contigs_AM-332-J20_NODE_1_106,-,5.5e-06,11.7,0.0,8.9e-06,11.0,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-J20
59,CrtY,lycopene_cycl,TIGR01789.1,AM-685-I13_AM-685-I13_contigs_SCGC_AM-685-I13_contig7_45,-,1e-05,10.8,0.3,4.2e-05,8.8,0.0,1.9,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-685-I13
60,CrtY,lycopene_cycl,TIGR01789.1,AH-611-N13_AH-611-N13_contigs_AH-611-N13_NODE_4_93,-,6.1e-06,11.5,0.5,2.4e-05,9.6,0.2,2.0,1,1,1,2,2,2,2,JCVI: lycopene beta-cyclase CrtY,AH-611-N13
61,CrtY,lycopene_cycl,TIGR01789.1,AH-611-N13_AH-611-N13_contigs_AH-611-N13_NODE_19_17,-,6.2e-06,11.5,0.0,9.7e-06,10.9,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-611-N13
63,CrtY,lycopene_cycl,TIGR01789.1,AH-613-E18_AH-613-E18_contigs_AH-613-E18_NODE_1_16,-,5.8e-08,18.2,0.1,4.8e-07,15.2,0.1,2.0,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-613-E18
64,CrtY,lycopene_cycl,TIGR01789.1,AM-235-L17_AM-235-L17_contigs_AM-235-L17_NODE_4_7,-,5.3e-07,15.0,0.0,8e-07,14.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-L17
65,CrtY,lycopene_cycl,TIGR01789.1,AM-235-L17_AM-235-L17_contigs_AM-235-L17_NODE_27_2,-,6.8e-06,11.4,0.2,6.5e-05,8.1,0.1,2.4,3,0,0,3,3,3,1,JCVI: lycopene beta-cyclase CrtY,AM-235-L17
66,CrtY,lycopene_cycl,TIGR01789.1,AM-332-K22_AM-332-K22_contigs_AM-332-K22_NODE_3_13,-,2.6e-06,12.7,0.0,4.5e-06,12.0,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-K22
67,CrtY,lycopene_cycl,TIGR01789.1,AM-332-K22_AM-332-K22_contigs_AM-332-K22_NODE_5_43,-,8.2e-06,11.1,0.0,1.4e-05,10.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-K22
68,CrtY,lycopene_cycl,TIGR01789.1,AM-332-K22_AM-332-K22_contigs_AM-332-K22_NODE_8_56,-,1.2e-05,10.5,0.0,2.2e-05,9.7,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-K22
69,CrtY,lycopene_cycl,TIGR01789.1,AM-332-K22_AM-332-K22_contigs_AM-332-K22_NODE_23_15,-,4.1e-06,12.1,0.0,2.7e-05,9.4,0.0,2.3,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-332-K22
70,CrtY,lycopene_cycl,TIGR01789.1,AM-334-L09_AM-334-L09_contigs_AM-334-L09_NODE_21_15,-,4.3e-06,12.0,0.0,3.1e-05,9.2,0.0,2.0,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-334-L09
71,CrtY,lycopene_cycl,TIGR01789.1,AM-334-L09_AM-334-L09_contigs_AM-334-L09_NODE_25_20,-,4.4e-06,12.0,0.0,8e-06,11.1,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-334-L09
72,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_1_28,-,5e-06,11.8,0.0,9.7e-06,10.9,0.0,1.5,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
73,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_2_22,-,1.5e-06,13.6,0.2,2.1e-06,13.1,0.2,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
74,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_2_87,-,9.9e-06,10.8,0.0,1.6e-05,10.2,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
75,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_11_20,-,8.7e-07,14.3,0.0,1.6e-06,13.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
76,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_38_8,-,3.1e-07,15.8,0.0,3.1e-06,12.5,0.0,2.1,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
77,CrtY,lycopene_cycl,TIGR01789.1,AM-216-O15_AM-216-O15_contigs_AM-216-O15_NODE_80_1,-,4.1e-07,15.4,0.0,6.9e-07,14.6,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-O15
78,CrtY,lycopene_cycl,TIGR01789.1,AM-216-E19_AM-216-E19_contigs_AM-216-E19_NODE_3_66,-,6.3e-06,11.5,0.1,1.3e-05,10.5,0.1,1.5,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-E19
79,CrtY,lycopene_cycl,TIGR01789.1,AM-388-N16_AM-388-N16_contigs_AM-388-N16_NODE_4_6,-,3.8e-08,18.8,0.0,4.1e-08,18.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-388-N16
80,CrtY,lycopene_cycl,TIGR01789.1,AM-388-N16_AM-388-N16_contigs_AM-388-N16_NODE_5_33,-,2.7e-06,12.7,0.2,4.1e-06,12.1,0.2,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-388-N16
81,CrtY,lycopene_cycl,TIGR01789.1,AM-388-N16_AM-388-N16_contigs_AM-388-N16_NODE_10_31,-,1e-06,14.0,0.0,2e-06,13.1,0.0,1.5,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-388-N16
82,CrtY,lycopene_cycl,TIGR01789.1,AM-388-N16_AM-388-N16_contigs_AM-388-N16_NODE_14_24,-,2e-06,13.1,0.1,3.6e-06,12.3,0.1,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-388-N16
83,CrtY,lycopene_cycl,TIGR01789.1,AM-235-L04_AM-235-L04_contigs_AM-235-L04_NODE_3_3,-,6.4e-17,47.6,0.0,7e-17,47.5,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-L04
84,CrtY,lycopene_cycl,TIGR01789.1,AM-235-L04_AM-235-L04_contigs_AM-235-L04_NODE_3_39,-,2.5e-06,12.8,0.1,3.7e-06,12.2,0.1,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-L04
85,CrtY,lycopene_cycl,TIGR01789.1,AM-201-C09_AM-201-C09_contigs_AM-201-C09_NODE_20_2,-,2.2e-06,13.0,0.0,3.2e-06,12.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-201-C09
86,CrtY,lycopene_cycl,TIGR01789.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_4_8,-,1.7e-06,13.4,0.3,0.00012,7.2,0.1,3.0,3,0,0,3,3,3,2,JCVI: lycopene beta-cyclase CrtY,AM-257-D13
87,CrtY,lycopene_cycl,TIGR01789.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_9_24,-,4.1e-07,15.4,0.0,6.1e-07,14.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-257-D13
88,CrtY,lycopene_cycl,TIGR01789.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_10_19,-,6.5e-07,14.7,0.1,9.6e-07,14.2,0.1,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-257-D13
89,CrtY,lycopene_cycl,TIGR01789.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_2_8,-,3.4e-06,12.4,0.1,5.8e-06,11.6,0.1,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-225-L22
90,CrtY,lycopene_cycl,TIGR01789.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_5_14,-,2.3e-06,12.9,1.2,7.2e-05,8.0,0.1,2.9,3,0,0,3,3,3,2,JCVI: lycopene beta-cyclase CrtY,AM-332-P10
91,CrtY,lycopene_cycl,TIGR01789.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_6_8,-,7e-07,14.6,0.0,1.1e-06,13.9,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-P10
92,CrtY,lycopene_cycl,TIGR01789.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_10_10,-,2.6e-06,12.7,0.0,4e-06,12.1,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-L20
93,CrtY,lycopene_cycl,TIGR01789.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_12_3,-,1.5e-05,10.2,0.1,2.2e-05,9.7,0.1,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-L20
94,CrtY,lycopene_cycl,TIGR01789.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_14_2,-,7.7e-07,14.5,0.0,1.1e-06,13.9,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-121-O06
95,CrtY,lycopene_cycl,TIGR01789.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_2_11,-,3e-07,15.8,0.0,6.8e-07,14.7,0.0,1.5,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-735-J15
96,CrtY,lycopene_cycl,TIGR01789.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_10_18,-,5.6e-07,14.9,0.0,1.1e-06,14.0,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-J15
97,CrtY,lycopene_cycl,TIGR01789.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_23_2,-,5.4e-07,15.0,0.0,1.1e-06,14.0,0.0,1.4,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-735-J15
98,CrtY,lycopene_cycl,TIGR01789.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_14_10,-,2.9e-06,12.6,0.0,5.3e-06,11.7,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-888-D21
