,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
22,CrtI,crtI_fam,TIGR02734.1,AM-235-E02_AM-235-E02_contigs_AM-235-E02_NODE_17_8,-,4.5e-06,11.5,8.9,4.2e-05,8.3,0.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-E02
23,CrtI,crtI_fam,TIGR02734.1,AH-613-D20_AH-613-D20_contigs_AH-613-D20_NODE_6_6,-,4.5e-06,11.5,8.9,4.2e-05,8.3,0.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-613-D20
24,CrtI,crtI_fam,TIGR02734.1,AH-613-D20_AH-613-D20_contigs_AH-613-D20_NODE_7_29,-,8.8e-08,17.2,0.0,1.2e-07,16.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-613-D20
26,CrtI,crtI_fam,TIGR02734.1,AH-613-D20_AH-613-D20_contigs_AH-613-D20_NODE_53_4,-,5.6e-08,17.8,0.0,6.5e-08,17.6,0.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-613-D20
27,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_1_58,-,2.4e-13,35.5,0.0,3.7e-13,34.9,0.0,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-276-J22
28,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_1_115,-,2.1e-07,15.9,0.4,6.2e-07,14.4,0.3,1.8,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-276-J22
29,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_1_137,-,2.2e-07,15.8,0.0,2.9e-07,15.4,0.0,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-276-J22
30,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_2_13,-,1.1e-194,633.7,0.0,1.3e-194,633.5,0.0,1.0,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-276-J22
31,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_9_19,-,9.2e-06,10.5,9.8,9.4e-06,10.5,1.8,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-276-J22
32,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_12_12,-,1.7e-08,19.5,0.1,2.9e-08,18.7,0.1,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-276-J22
33,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_40_3,-,6.3e-06,11.0,0.9,1.2e-05,10.1,0.3,1.7,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-276-J22
34,CrtI,crtI_fam,TIGR02734.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_53_2,-,2.9e-08,18.7,0.0,3.9e-07,15.0,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-276-J22
36,CrtI,crtI_fam,TIGR02734.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_4_7,-,7.6e-08,17.4,0.3,1.1e-07,16.9,0.3,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-473-P19
37,CrtI,crtI_fam,TIGR02734.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_6_12,-,3.4e-06,11.9,0.3,1.6e-05,9.7,0.4,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-473-P19
38,CrtI,crtI_fam,TIGR02734.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_6_25,-,1.8e-06,12.9,0.2,2.8e-06,12.2,0.2,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-473-P19
39,CrtI,crtI_fam,TIGR02734.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_22_1,-,2.1e-136,441.5,0.0,2.5e-136,441.2,0.0,1.0,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-473-P19
40,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_1_35,-,7.7e-14,37.1,1.8,3.5e-08,18.5,0.2,3.1,3,0,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-390-L10
41,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_5_15,-,5e-07,14.7,7.2,7.9e-07,14.0,1.7,2.8,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-390-L10
42,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_5_24,-,1.7e-18,52.5,0.1,3.7e-17,48.1,0.2,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L10
43,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_7_13,-,5.5e-06,11.2,2.7,2e-05,9.4,0.0,2.9,5,0,0,5,5,5,1,JCVI: phytoene desaturase family protein,AM-390-L10
44,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_17_2,-,7e-10,24.1,0.6,1.1e-06,13.5,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L10
45,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_17_5,-,8.1e-07,14.0,0.3,1.2e-06,13.4,0.3,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-L10
46,CrtI,crtI_fam,TIGR02734.1,AM-390-L10_AM-390-L10_contigs_AM-390-L10_NODE_28_9,-,2.1e-18,52.2,0.1,5.3e-14,37.7,0.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L10
47,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_1_83,-,2.8e-08,18.8,3.0,7.6e-06,10.8,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-I08
48,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_1_84,-,7e-10,24.1,0.6,1.1e-06,13.5,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-I08
49,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_1_87,-,8.1e-07,14.0,0.3,1.2e-06,13.4,0.3,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-I08
50,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_3_22,-,4.3e-06,11.6,0.4,6.5e-06,11.0,0.4,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-I08
51,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_5_14,-,4e-07,15.0,0.0,7.2e-07,14.1,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-I08
52,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_6_11,-,7.8e-08,17.3,0.0,1.1e-07,16.9,0.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-I08
53,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_9_9,-,2.1e-06,12.6,0.0,3.9e-06,11.7,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-I08
54,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_12_15,-,4e-06,11.7,0.0,5.6e-05,7.9,0.0,2.0,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-I08
55,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_42_1,-,3.6e-09,21.7,1.4,8.1e-07,14.0,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-I08
56,CrtI,crtI_fam,TIGR02734.1,AM-390-I08_AM-390-I08_contigs_AM-390-I08_NODE_46_2,-,1.2e-18,53.0,0.1,3.6e-17,48.1,0.2,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-I08
57,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_2_40,-,1.1e-08,20.1,1.2,1.6e-06,13.0,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L11
58,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_4_22,-,6.6e-06,11.0,1.7,1.1e-05,10.3,1.7,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-L11
59,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_5_27,-,2.1e-06,12.6,0.0,3.9e-06,11.7,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-390-L11
60,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_6_7,-,8.1e-06,10.7,0.2,1.9e-05,9.4,0.1,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-390-L11
61,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_10_3,-,7.7e-14,37.1,1.8,3.5e-08,18.5,0.2,3.1,3,0,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-390-L11
62,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_13_11,-,5e-07,14.7,7.2,7.9e-07,14.0,1.7,2.8,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-390-L11
63,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_13_20,-,1.2e-18,53.0,0.1,3.6e-17,48.1,0.2,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L11
64,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_16_12,-,5.5e-06,11.2,2.7,2e-05,9.4,0.0,2.9,5,0,0,5,5,5,1,JCVI: phytoene desaturase family protein,AM-390-L11
65,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_47_6,-,1.6e-18,52.6,0.1,7.1e-14,37.2,0.2,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L11
66,CrtI,crtI_fam,TIGR02734.1,AM-390-L11_AM-390-L11_contigs_AM-390-L11_NODE_53_4,-,5.9e-09,21.0,6.3,3.8e-06,11.7,4.6,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-390-L11
67,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_1_41,-,5.6e-30,90.4,0.0,3.2e-12,31.8,0.0,3.0,3,0,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-332-C18
68,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_3_41,-,5.8e-06,11.2,0.0,4.5e-05,8.2,0.0,2.0,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
69,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_4_43,-,2.8e-15,41.9,0.1,2e-11,29.1,0.0,3.0,3,0,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-332-C18
70,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_5_32,-,7.2e-07,14.1,0.0,5.1e-06,11.3,0.0,2.2,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-C18
71,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_6_7,-,4.3e-06,11.6,4.0,5e-06,11.4,0.4,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
72,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_10_17,-,2.2e-06,12.6,0.1,3.1e-05,8.8,0.1,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
73,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_11_7,-,1.7e-11,29.4,1.2,2.7e-11,28.8,1.2,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-332-C18
74,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_14_16,-,3.7e-06,11.8,5.3,2e-05,9.4,1.1,3.1,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-332-C18
75,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_15_10,-,2.2e-07,15.8,8.1,1.4e-06,13.2,2.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
76,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_16_11,-,7.6e-07,14.1,2.8,5.1e-05,8.0,1.8,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
77,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_22_10,-,7.8e-06,10.7,0.7,1.2e-05,10.2,0.7,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-332-C18
78,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_24_5,-,6.6e-16,44.0,0.1,4.1e-14,38.0,0.1,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
79,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_29_3,-,3.1e-08,18.7,2.7,1.6e-07,16.3,0.6,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-C18
80,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_34_1,-,1.4e-07,16.5,2.2,1.4e-07,16.5,2.2,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-C18
81,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_34_3,-,1.6e-06,13.0,1.5,7.3e-06,10.8,1.0,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-C18
82,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_59_2,-,5.7e-08,17.8,2.2,1e-07,16.9,0.7,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-C18
83,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_62_6,-,4e-07,15.0,0.2,5.9e-07,14.4,0.2,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-332-C18
84,CrtI,crtI_fam,TIGR02734.1,AM-332-C18_AM-332-C18_contigs_AM-332-C18_NODE_74_3,-,8.2e-15,40.3,0.0,9.7e-15,40.1,0.0,1.0,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-332-C18
85,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_3_27,-,8.6e-07,13.9,2.7,5e-05,8.1,0.3,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
86,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_7_7,-,2.4e-08,19.0,0.4,6.8e-08,17.5,0.7,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-235-C15
87,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_9_23,-,1.2e-18,53.0,0.1,7.1e-16,43.8,0.3,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
88,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_13_2,-,1.8e-06,12.8,3.1,1.8e-06,12.8,3.1,1.0,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-235-C15
89,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_16_19,-,1.3e-06,13.3,1.1,9.1e-05,7.2,1.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
90,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_17_1,-,1.4e-09,23.1,0.9,4e-06,11.7,0.1,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
91,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_19_4,-,2.1e-08,19.2,0.1,5.5e-08,17.8,0.0,1.7,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-235-C15
92,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_19_16,-,2.1e-08,19.2,0.1,5.5e-08,17.8,0.0,1.7,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-235-C15
93,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_28_8,-,3.5e-07,15.2,2.8,4.6e-05,8.2,0.9,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
94,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_35_4,-,9e-08,17.1,0.2,1.3e-07,16.6,0.2,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-235-C15
95,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_36_3,-,1.6e-07,16.3,3.2,1.6e-07,16.3,3.2,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-235-C15
96,CrtI,crtI_fam,TIGR02734.1,AM-235-C15_AM-235-C15_contigs_AM-235-C15_NODE_45_3,-,1.4e-08,19.8,9.6,6.2e-08,17.7,2.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-235-C15
97,CrtI,crtI_fam,TIGR02734.1,AM-334-I19_AM-334-I19_contigs_AM-334-I19_NODE_9_16,-,1.5e-07,16.4,8.3,3.2e-07,15.3,2.9,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-334-I19
98,CrtI,crtI_fam,TIGR02734.1,AM-334-I19_AM-334-I19_contigs_AM-334-I19_NODE_11_9,-,3.3e-06,12.0,0.5,0.00021,6.0,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-334-I19
99,CrtI,crtI_fam,TIGR02734.1,AM-334-I19_AM-334-I19_contigs_AM-334-I19_NODE_13_2,-,1.9e-13,35.8,0.2,1.4e-12,33.0,0.3,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-334-I19
100,CrtI,crtI_fam,TIGR02734.1,AM-334-I19_AM-334-I19_contigs_AM-334-I19_NODE_38_4,-,4e-08,18.3,0.2,5.7e-08,17.8,0.2,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-334-I19
101,CrtI,crtI_fam,TIGR02734.1,AM-334-I19_AM-334-I19_contigs_AM-334-I19_NODE_68_2,-,2.2e-06,12.5,0.1,3.1e-06,12.0,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-334-I19
102,CrtI,crtI_fam,TIGR02734.1,AM-229-B10_AM-229-B10_contigs_AM-229-B10_NODE_2_14,-,5e-11,27.9,7.5,1.3e-08,19.9,1.6,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-229-B10
103,CrtI,crtI_fam,TIGR02734.1,AM-229-B10_AM-229-B10_contigs_AM-229-B10_NODE_3_45,-,2.6e-08,18.9,0.1,4e-08,18.3,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-229-B10
104,CrtI,crtI_fam,TIGR02734.1,AM-229-B10_AM-229-B10_contigs_AM-229-B10_NODE_7_26,-,1.1e-13,36.6,6.3,8.8e-13,33.6,5.2,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-229-B10
